username,userid,profile_location,created_at,text,retweet_count,source,coordinates
NESN,17000333,"Boston, MA",2023-01-16 21:24:20,Tonight’s Boost Moment of the game is brought to you by @moderna_tx. The latest boosters are available to help prot… https://t.co/QE4rPuon3n,0,Khoros Publishing App,
ElaineCaughey 🇺🇦,1208543803843452928,"Watertown, MA",2023-01-16 21:15:38,Trying to get the mojo back after Covid.  A few easy runs just to feel normal again. https://t.co/U4SjhRLTGT,0,Twitter for iPhone,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-16 21:08:33,Were you terminated from your job for not taking a COVID vaccine?,186,Twitter for iPhone,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-16 21:07:35,"Do you know more people who died after COVID-19 vaccination, or after COVID-19?",109,Twitter for iPhone,
jere🔥my,14053449,"Watertown, MA",2023-01-16 21:02:54,"@komradeperogie COVID has killed a million people in the US, and is still killing hundreds every day. Colds don’t. ¯\_(ツ)_/¯",0,Twitter for iPhone,
Lama Surya Das,36498054,"Lexington, MA",2023-01-16 21:01:09,Have Covid years introduced you to online meditation practice? I invite you to join me for an in person retreat at… https://t.co/De2CoQa4DH,0,Hootsuite Inc.,
Mass. Public Health,23711785,"Boston, MA",2023-01-16 20:59:00,It’s not too late to get a flu shot – and you can even get a flu shot and your COVID vaccine at the same time. Both… https://t.co/7v4kPBEd7V,5,Twitter Media Studio,
Elizabeth Clark Polner Hudson,2720218147,"Cambridge, MA",2023-01-16 20:49:36,@ElliotHershberg @instadeepai @nvidia Most of their preprints never appear in refereed journals (e.g. their much pu… https://t.co/EdPsjtRSX0,0,Twitter Web App,
Dave,1304154652234186754,"Boston, MA",2023-01-16 20:36:34,at home workouts give me peak covid flashbacks #gay #workout https://t.co/RdoaPP7fGi,1,Twitter for iPhone,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-16 20:32:10,"“My mother snuck my kid to get a COVID vaccine so he could play sports, after was his physical, doctor said heart r… https://t.co/rMM4DHYaj2",1248,Twitter for iPhone,
Hillary ✨I've found time can heal most anything✨,18665134,Boston MA,2023-01-16 20:18:13,@DelicatekKrob36 @bettysgardenco Lmao I love the upside down smiley because that’s how I feel about this. Covid is… https://t.co/QN9raoDPaC,0,Twitter for iPhone,
phil,1479456747605663747,"Boston, MA",2023-01-16 20:17:35,@rewir8rh83 @HankHaney Our family next got these vaccines and we all had mild COVID that lasted less than 12 hours.… https://t.co/DrDa9bmaxw,0,Twitter for iPhone,
Hillary ✨I've found time can heal most anything✨,18665134,Boston MA,2023-01-16 20:13:42,@DelicatekKrob36 @bettysgardenco I think we got the folklore and evermore exclusive tracks quicker because of Covid… https://t.co/9zxZpUgwFA,0,Twitter for iPhone,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-16 20:07:54,"🧵/🚨BREAKING — 44 year old man, dose 2 of Astrazeneza’s COVID vaccine, 1 week later painful lesions in mouth appeare… https://t.co/ZN3PKbwUzQ",1837,Twitter for iPhone,
"Marla, just Marla 🖤 on Post @MarlajustMarla",381124065,Boston,2023-01-16 20:06:42,"@Sinfulskin2 Yes.  Have dodged COVID so far, hope to continue to do so.",0,Twitter for iPad,
jere🔥my,14053449,"Watertown, MA",2023-01-16 20:06:28,"@komradeperogie @whykikiasks COVID has killed over a million people in the US, and is still killing hundreds per da… https://t.co/7FBzpQWhjG",0,Twitter for iPhone,
John Garrett @guynoir/telegram/gettr,94688863,"Boston, MA",2023-01-16 20:02:48,"@johnjljacobs ""... more infections due to this fungus are not related to anti-covid measures...""
Evidence shows oth… https://t.co/bmDYda8Ci7",0,Twitter for Android,
Jim Borzumato,163579801,Boston,2023-01-16 20:02:00,@rycunni I now have a fib….never had any heart issues before taking the vaxx getting Covid.,0,Twitter for iPhone,
Danielle Elwood,138851274,"Boston, MA",2023-01-16 19:55:52,"January 13, 2023: we are over, counting Covid deaths and hospitalizations. That’s a problem. 

STILL!? https://t.co/n1Zfp4qyuM",3,Twitter for iPhone,
TrumpGal17,1593690280238190592,"Boston, MA",2023-01-16 19:55:09,"@goddeketal Knowing the government the dirty government as well as I do from all my research,&amp; from drops, I knew n… https://t.co/hLwCcv5Ts8",0,Twitter for Android,
Frank,292456757,Boston,2023-01-16 19:53:23,@bluefairyfly @GOP Covid has already proven that they’ll kill their own to “own the Libs”.,1,Twitter for iPhone,
The World,13492102,"Boston, MA, USA",2023-01-16 19:50:34,"On The World 🌎 today:

@bencowling88: Lunar New Year raises worries of COVID surge #China

@mfox_us: Amazon sustain… https://t.co/KnW3b2j9dB",1,Twitter Web App,
John Garrett @guynoir/telegram/gettr,94688863,"Boston, MA",2023-01-16 19:49:09,@RBReich You were all for it when Pfizer was making  $220 million a day on experimental Covid drugs. Try not being a troll,1,Twitter for Android,
Patty Tobin (@_ptpar_@zeroes.ca;https://post.news/,17859570,"Boston, MA",2023-01-16 19:48:35,@joaquinlife @WHCOS @CDCDirector @XavierBecerra @AshishKJha46 The study means more effort needed by covid cautious… https://t.co/ggoldQNFNx,0,Twitter for Android,
Talk 1200,117176826,"Boston, MA",2023-01-16 19:47:54,Millions of people all over the world have taken these shots. https://t.co/8bPi9GXQk3,0,SocialFlow,
Joe Fuller,412638504,Boston,2023-01-16 19:44:36,Companies need to rethink HR practices to respond to the expectations of workers post-Covid. Time to retire old par… https://t.co/2tTu1ffJO5,3,Twitter Web App,
Caitlin is masked and riding the T,19615011,Boston MA,2023-01-16 19:39:02,I think because of being Online ™️ for COVID it's been a while since I've had a chance to hear someone talk about a… https://t.co/3aWJsIqILg,0,Twitter for Android,
Kevin J. Hallock,1585910703419965442,"Boston, MA",2023-01-16 19:36:02,@business But Biden declared the Covid pandemic over?,0,Twitter for iPad,
WCVB-TV Boston,21419504,"Boston, MA",2023-01-16 19:34:02,"COVID-19 broke supply chains. Now on the mend, can they withstand another shock? https://t.co/jWeoasQfTM",1,SocialNewsDesk,
Anthony Strong,220789522,"Boston, MA",2023-01-16 19:31:10,@RichardRazo @AeonCoin 2/ If you paid even the slightest bit of attention it would be abundantly clear that we were… https://t.co/fIrDgewe8Z,0,Twitter for iPhone,
Anthony Strong,220789522,"Boston, MA",2023-01-16 19:29:43,"@RichardRazo @AeonCoin Fauci’s own emails stated that, in reference to Covid: “Masks are really for infected people… https://t.co/f6Cq1JaprT",0,Twitter for iPhone,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-16 19:29:38,🚨BREAKING:  World Economic Forum announces new mRNA technology they will use to “edit and write your genome” for be… https://t.co/hItfuJ4aQH,5661,Twitter for iPhone,
Kerry Maxwell,15602120,"Belmont, MA",2023-01-16 19:26:46,"@MikeEdmonson2 @NKinNewEng You’re only talking about initial infection, not the unpredictable and possibly lifelong… https://t.co/1PVpWvlVMo",0,Twitter for iPhone,
RoadToOctober,38558836,"Boston, MA",2023-01-16 19:14:33,@GoodTrouble1619 @polijunk75 @waynelmurrah13 @massielot @NashIsHereForIt The conspiracy here is that the vaccine wi… https://t.co/x1Tg2y4uRm,0,TweetDeck,
Ben - the kids are aight 🌊,205745191,Boston,2023-01-16 19:06:41,There are a number of viral posts going around that claim the COVID vaccine is responsible for a number of health i… https://t.co/5tMu7tOS4K,0,Twitter for iPhone,
The Irate Arachnid (she/her),26867463,"Wakefield, MA",2023-01-16 19:05:41,"I think it's pretty obvious that this trend towards violence in general started when the former guy was elected, be… https://t.co/gwUImMmvkM",0,Twitter Web App,
MJ BERK,629682782,"Boston, MA",2023-01-16 19:05:31,"@jackiread People shouldn’t be dying of covid anymore, it’s been 3 yrs of being educated now! Are we really that ignorant &amp; dumb? 😡",0,Twitter for iPhone,
🇺🇸Layla🇺🇸,1444835526050189318,"Boston, MA",2023-01-16 19:00:47,@Hampton20687300 @catturd2 I remember this happening. They probably used the same mix for covid!,0,Twitter for Android,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-16 18:59:50,🧵/🚨 BREAKING — Sudden Fainting Due To Lethal Heart Rhythm And Myocarditis In 17 Year Old Girl After 1st Dose Of Pfi… https://t.co/LwX8G54sOF,279,Twitter Web App,
atticus,1285435994502725632,"Boston, MA",2023-01-16 18:52:13,@garfieldpuga she tested negative for covid and positive for being really cool,0,Twitter for iPhone,
COVID Monitor,1231916294578065408,"Boston, MA",2023-01-16 18:47:07,I have seen how top-down solutions condemn the world’s poorest to eternal poverty | Anthony Kalulu https://t.co/dIbDM8CHJj,0,dlvr.it,
@MOHISMOH6,1400910568643510273,"Boston, MA",2023-01-16 18:28:44,@phillipWGBH @MLK @wutrain @GBHNews What deal was being “mediated” with covid?,0,Twitter for iPhone,
Frank-STOP-Christian-Nationalists-Schaeffer,23824000,"Boston, MA",2023-01-16 18:22:44,MLK Day who owns our future? Voters younger than 30 back the Democrats 3to1; Republicans are strong only with 65 up… https://t.co/jMtJ36tmNB,7,Twitter Web App,
Matthew Gottesdiener,833742222780669953,"Boston, MA",2023-01-16 18:19:42,@AdamB1438 @BowTiedCash @MultifamilyMad 😂. The veritas default seems like it can speak to impact of Covid / CA poli… https://t.co/Yebcf7HNr3,0,Twitter for iPhone,
Mjveveiros,1592130948619030532,"Boston, Massachusetts",2023-01-16 18:17:27,"@JebraFaushay I'm sorry, but if Dr. Fauci did not recommend it I just can't. 
I'm on my way to get my weekly booste… https://t.co/yvGRUrMUQG",0,Twitter Web App,
Radio Postreros Tiempos,125536081,"Malden, MA",2023-01-16 18:01:21,NowPlaying Covid 19 2020 - Spot # 1 https://t.co/DpNqViiAd8 18:01,0,RadioToolBox song tweet,
Jason,239123503,Boston,2023-01-16 18:01:20,We're hearing a lot in the news about inflation right now. The inflation rates have been going up at record-breakin… https://t.co/dmojOqk7Kh,0,AdvisorStream v2,
William Navarre 🔰,2961119321,"Medford, MA",2023-01-16 17:54:57,@PlanningAutumn I got something I think was COVID before the lockdowns and all... I lost my taste and everything.… https://t.co/tfbdElvG8K,0,Twitter for Android,
Kirk Carapezza,289913444,"Boston, MA",2023-01-16 17:52:40,"As federal Covid relief dollars dry up, #highered analysts predict we’re about to see many more US colleges go out of business.",0,Twitter Web App,
dl willson,12834972,Boston,2023-01-16 17:49:15,"@loic Covid, lack of regulation levels for airlines to let their systems devolve and lack of technical and airport… https://t.co/l2XcjifAVh",0,Twitter for iPhone,
Andrew Erickson 艾立信,37477788,"Cambridge, MA",2023-01-16 17:45:56,"""many...deaths occurred in nursing care facilities or at home, explaining some of the undercount... as #China’s lat… https://t.co/LfTEj5Drps",1,Twitter Web App,
Russ Vanderpool,86963898,"Boston, MA",2023-01-16 17:39:36,"@SteveBoilerman @Mitchel62120526 @Dominiquetaegon this is very disingenuous

@Mitchel62120526  asked for sources-bu… https://t.co/JDew2IkRjf",0,Twitter Web App,
Steven D,17732329,"Cambridge, Ma",2023-01-16 17:38:48,@CH1APET @mtaibbi @BobWestal @GOP Covid stuff is pretty vague and you are referring to a virus that has killed mill… https://t.co/Xd0U2cixQB,0,Twitter for iPhone,
do not perceive me,836534658,"Boston, MA",2023-01-16 17:35:15,ok so it’s been almost a month since I first got sick with Covid (about 2 and a half weeks since I “recovered”) and… https://t.co/4CkwUaOAp5,0,Twitter for iPhone,
Dugg Nickel,778419523,"Boston, MA",2023-01-16 17:31:34,@Cristin49569624 @shellysilk @catturd2 You have family members that have had Covid a dozen times?,0,Twitter for iPhone,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-16 17:29:51,"🧵/🚨BREAKING — The end is near for COVID vaccines. In Japan, 2 more professors speaking out. Prof Masanaka Nagao fro… https://t.co/2cOXXkMCcy",6196,Twitter for iPhone,
ihaveataser,16674056,"Newton, MA",2023-01-16 17:29:46,"After 21 days I’m finally testing negative for covid- 4x vaxxed, mostly healthy, in my 40s. I mask everywhere and m… https://t.co/0wb1QxXVu9",0,Twitter for iPhone,
pebbles,1294000171202883584,Boston,2023-01-16 17:05:30,@Batkinzzz i watched season 1 while i had covid and the only thing i remember is almost fainting while trying to ge… https://t.co/1H6Q53OFCM,0,Twitter Web App,
"Danielle Kempe, CFRE",15666343,"Quincy, MA",2023-01-16 17:05:07,@sarit_yael Yup. She lost a brother to COVID and still takes it seriously.,0,Twitter for Android,
Alvin,302885706,Boston,2023-01-16 17:04:58,@NylynStacia It made the show too relatable. If the world can fail at handling COVID then imagine a zombie pandemic!!😭😭,0,Twitter for iPhone,
Tracy,383286715,"Boston, MA",2023-01-16 17:02:26,@jonlevyBU All the anti-vaxxers are posting this article everywhere calling Covid a cold. Great. 🤷🏻‍♀️,0,Twitter for iPhone,
Law of Fojo,1323759823389921283,"Boston, MA",2023-01-16 17:01:19,"Two years too late 
https://t.co/ePF2tNONEx",1,Twitter for iPhone,
FernFlaman,981630268179189761,"Boston, MA",2023-01-16 17:00:49,@Speldje2022 @JFME03081954 @TracyBethHoeg @JAMACardio @drdrew @contrarian4data No you don’t. Covid has killed expon… https://t.co/RhZyhDG2Ue,0,Twitter for iPhone,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-16 16:59:15,Do you know anyone who had myocarditis after taking a COVID vaccine?,159,Twitter for iPhone,
"James Cintolo, RN FN CPT",1478792963090169860,"Boston, Ma",2023-01-16 16:58:29,Stop minimizing COVID vaccine induced myocarditis — it’s a medical emergency.,2790,Twitter for iPhone,
Dick Holden,26571916,"Watertown, MA",2023-01-16 16:58:18,"@RealLiberalPaul Question this guy’s credibility??
—“Sen. Johnson says it ‘may be true’ that COVID vaccines vaccine… https://t.co/zxa0nQsyaH",0,Twitter for iPhone,
Aštar,3022996574,"Boston, MA",2023-01-16 16:55:46,"I’ve become imune to COVID along with other insignificant creatures.
Thanks @pfizer !!",0,Twitter for iPhone,
Mass. Public Health,23711785,"Boston, MA",2023-01-16 16:55:30,Tested positive for COVID-19 and have symptoms? Prescription treatments are available. Start soon and help reduce y… https://t.co/2I4l1XNXRx,0,Twitter Media Studio,
Jeffrey Sparks MD MMSc,50034358,"Boston, MA",2023-01-16 16:54:48,Our latest @MassGenBrigham rheum COVID study is online- comparative effectiveness of mRNA vaccines among rheumatic… https://t.co/2aKlYO1Mto,2,Twitter Web App,
Patricia Graham,35568256,Boston,2023-01-16 16:54:13,@Sinfulskin2 The only thing it’s done for me is protect me from catching Covid!,0,Twitter for iPhone,
Punzie,1024072710807273474,"Boston, MA",2023-01-16 16:52:38,"@macrogeek 2. The more rest you get, the better chances of not getting long Covid. I’m already disabled and struggl… https://t.co/LkfpnEdVyY",0,Twitter Web App,
The Green Hornet goes R.E.D.,1602347697712893976,"Boston, MA",2023-01-16 16:38:02,@Ashmedaidemon Myocarditis due to Covid barely exists if at all. It’s all jab-related. Same with “long Covid”. All a cover for jab injury.,0,Twitter for iPad,
Yevgeniy Feyman,819984026,"Boston, MA",2023-01-16 16:35:34,I don't love the debate about whether we're accurately counting COVID deaths or not. Especially because it'll vary… https://t.co/4ILAILOs4Y,1,Twitter Web App,
Boston First Responders United (BFRU),1457876242556936194,"Boston, MA",2023-01-16 16:34:43,@phillipWGBH @MLK @wutrain @GBHNews @MayorWu is the extremist. She created division w/ her immoral covid mandates &amp;… https://t.co/2OgpDTj9j4,15,Twitter Web App,
Wishful Thinker,1341413266803834902,"Boston, MA",2023-01-16 16:34:35,@GregoryMcFadden Idk where you’ve been but there is a pandemic afoot and China is literally overwhelmed with covid… https://t.co/r6W1I9RbWd,0,Twitter for iPhone,
FernFlaman,981630268179189761,"Boston, MA",2023-01-16 16:28:33,@Speldje2022 @JFME03081954 @TracyBethHoeg @JAMACardio @drdrew @contrarian4data Vaccines are very dangerous. Uh huh https://t.co/hAapnEMSuu,0,Twitter for iPhone,
maryfitz,85612050,"Boston, MA",2023-01-16 16:25:11,"@CompletelyOver8 @Anthr0p0m0rph @topgyalnyc Let me stop you in advance. I KNOW it's a year old study.
https://t.co/zJIvNjugdQ",0,Twitter for Android,
PatsNuggets,1561398039092383746,"Boston, MA",2023-01-16 16:23:51,@bretonrlong @Its_Voyo @TroyTeslike No one prices based on manufacturing cost - you get the best price you can whil… https://t.co/zXEWUskBXv,0,Twitter for Android,
Patty Tobin (@_ptpar_@zeroes.ca;https://post.news/,17859570,"Boston, MA",2023-01-16 16:12:36,@NKinNewEng @Derek2137 NK. I'm also in New England in suburban boston. It's definitely getting harder to convince p… https://t.co/jxLy6gX9Rf,0,Twitter for Android,
Matthew F. McKnight,3225684988,"Boston, MA",2023-01-16 16:12:04,"@tessafyi .@kristamahr wrote today in Politico about how the WH, NSC, and CDC are building biosecurity infrastructu… https://t.co/aAIdemFvUb",0,Twitter Web App,
